1.181818181818181879e+00,1.094797497386474694e+00,-9.684959969581861117e-01,-1.166666666666666741e+00,-2.236067977499789805e+00
2.727272727272727071e-01,-1.431658265813082309e+00,-8.804509063256245327e-02,1.333333333333333481e+00,7.453559924999298980e-01
-1.545454545454545414e+00,1.094797497386474694e+00,1.672856722018684961e+00,5.000000000000001110e-01,7.453559924999298980e-01
-6.363636363636363535e-01,-5.895063447465632711e-01,-9.684959969581861117e-01,5.000000000000001110e-01,-7.453559924999298980e-01
1.181818181818181879e+00,1.094797497386474694e+00,1.672856722018684961e+00,-1.166666666666666741e+00,7.453559924999298980e-01
2.727272727272727071e-01,-5.895063447465632711e-01,7.924058156930612329e-01,-1.166666666666666741e+00,7.453559924999298980e-01
2.727272727272727071e-01,1.094797497386474694e+00,-8.804509063256245327e-02,5.000000000000001110e-01,7.453559924999298980e-01
-6.363636363636363535e-01,2.526455763199557114e-01,-9.684959969581861117e-01,-1.166666666666666741e+00,-7.453559924999298980e-01
-1.545454545454545414e+00,-1.431658265813082309e+00,-8.804509063256245327e-02,1.333333333333333481e+00,-7.453559924999298980e-01
1.181818181818181879e+00,-5.895063447465632711e-01,-9.684959969581861117e-01,5.000000000000001110e-01,7.453559924999298980e-01
